budget,popularity,runtime,revenue,has_collection,has_homepage,is_en,num_of_companies,usa_produced,is_released,release_year,release_month,num_of_spoken_languages,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,foreign,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western
75000000,11.134888,99.0,196482882,0,0,1,4,1,1,2004,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20000000,8.066726,100.0,36606743,0,1,1,3,1,1,2015,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.699668,120.0,930349,1,0,0,1,0,1,1984,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.939557,101.0,81010,0,0,1,0,0,1,2009,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000000,4.73816,167.0,7900000,0,0,1,3,1,1,1960,10,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
40000000,6.322435,91.0,36893721,0,1,1,2,1,1,2012,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,10.159713,100.0,17768012,0,0,1,1,1,1,2017,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18000000,4.29831,118.0,3900000,0,0,1,1,1,1,1986,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5000000,17.656951,113.0,82719885,1,0,1,2,0,1,2002,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
7000000,11.00913,89.0,16829545,1,1,1,2,1,1,2003,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80000000,9.554067,117.0,74901339,0,0,1,4,1,1,2010,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1000000,3.374229,97.0,10013424,0,0,1,5,1,1,2001,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,10.754139,123.0,211952420,1,0,1,5,1,1,2016,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.50303,130.0,20710451,0,0,1,8,1,1,1990,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16000000,8.899418,96.0,48878502,1,0,1,2,1,1,1990,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,8.665106,86.0,7800000,0,0,0,6,0,1,2017,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000000,14.906621,114.0,12434778,0,0,1,2,1,1,2012,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.858879,82.0,8033397,0,0,1,1,0,1,1986,7,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,6.785735,116.0,461162,0,0,1,2,1,1,2014,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,9.351557,135.0,4001121,0,1,1,9,1,1,2007,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19000000,15.339153,108.0,25836616,1,1,1,4,1,1,1996,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.773954,116.0,1083282,0,0,1,1,1,1,1987,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10400000,8.792104,161.0,310000000,0,0,0,2,0,1,2016,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000,0.446454,162.0,4400000,0,0,0,0,0,1,2015,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40000000,0.75571,107.0,312242626,1,0,1,4,0,1,2016,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
90000,0.837849,72.0,5000000,0,0,1,1,1,1,1958,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28000000,5.01752,134.0,5684789,0,0,1,1,1,1,1997,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.218263,94.0,9016377,0,0,1,1,1,1,1999,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.402368,0.0,234748,0,0,0,2,0,1,2003,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,7.903956,109.0,44703995,0,1,1,4,1,1,2008,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3000000,11.30324,108.0,11176469,1,0,1,5,1,1,2013,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,11.971318,97.0,32648673,0,0,1,1,1,1,1995,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.985348,88.0,214000,0,0,0,1,0,1,2013,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8000000,10.434018,120.0,21028755,1,0,1,3,1,1,1982,11,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8000000,5.320117,102.0,100523181,0,1,1,3,1,1,2006,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000,5.169999,110.0,1151330,0,0,1,4,1,1,2006,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,13.542675,112.0,42930462,0,0,1,5,1,1,2013,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15000000,20.301019,110.0,356830601,0,0,1,1,1,1,1986,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12000000,7.607052,100.0,60273173,0,1,1,1,1,1,2015,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
65000000,10.90061,132.0,117487473,0,0,1,4,1,1,2001,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16000000,12.069966,97.0,53478166,0,0,1,3,1,1,1999,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5500000,6.389326,109.0,26414658,0,0,1,2,1,1,1977,12,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,5.113205,193.0,11000000,0,0,1,1,1,1,2015,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,10.475435,141.0,228984,0,0,0,3,0,1,2014,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.373641,88.0,429766,0,1,1,2,1,1,2011,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700000,2.819298,77.0,31576,0,0,1,3,0,1,2007,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.121309,71.0,273644,1,0,1,0,0,0,1997,1,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
12000000,7.075534,82.0,3769990,0,0,1,4,1,1,1987,8,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8575000,16.727405,145.0,1983204,0,0,0,3,0,1,2016,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5000000,10.737565,101.0,8203235,0,0,1,5,1,1,2004,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17000000,5.924226,95.0,16980098,0,0,1,1,1,1,2004,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6000000,8.522673,158.0,28900000,1,0,1,2,1,1,1961,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.936673,110.0,1107542,0,0,1,2,0,1,2008,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.318437,95.0,170000,0,0,0,0,0,1,2010,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,10.378902,94.0,117270765,1,0,1,3,1,1,1993,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4500000,14.658885,90.0,27092880,0,0,1,2,1,1,1982,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.472431,188.0,4971340,0,1,0,4,0,1,1982,12,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
70000000,10.876463,105.0,177841558,0,0,1,1,1,1,1999,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,7.559298,120.0,837000,0,0,0,6,1,1,2004,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000000,10.754997,109.0,4073489,0,0,1,4,1,1,2016,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85000000,9.434006,130.0,137298489,0,0,1,2,1,1,1993,6,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22000000,8.473369,84.0,84772742,0,0,1,2,1,1,2001,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,14.319743,212.0,146900000,0,0,1,1,1,1,1959,12,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4.379054,112.0,5632086,0,0,1,2,1,1,1993,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16000000,5.127876,142.0,29251596,0,1,0,1,0,1,2016,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6000000,7.873407,116.0,6174491,0,1,1,4,1,1,2016,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.897413,116.0,12413650,0,0,1,2,0,1,1998,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16000000,12.646518,126.0,109502303,0,1,1,3,1,1,2004,10,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10000000,4.127728,125.0,1500000,0,0,1,3,0,1,1970,10,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
15000000,6.600651,110.0,30102717,0,0,1,1,1,1,1991,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100000000,19.382082,106.0,330579719,1,0,1,5,1,1,2005,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,8.3539,106.0,44527234,1,0,1,1,1,1,1968,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000000,14.225919,102.0,20158808,1,0,1,6,1,1,1984,4,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,2.081712,107.0,36565280,0,0,1,1,0,1,1981,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000,7.667579,98.0,150816700,1,0,1,3,1,1,2008,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
300000,1.023164,105.0,1400000,0,0,1,6,0,1,1981,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,5.716009,146.0,73956241,0,0,1,3,1,1,1999,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,10.337994,95.0,97437106,0,1,1,4,1,1,2014,10,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
39000000,7.830087,116.0,288752301,0,0,1,2,1,1,1988,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13000000,2.326115,84.0,8026971,0,0,1,3,1,1,1998,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7.843562,143.0,55240,0,0,0,1,0,1,1952,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,9.649312,113.0,1000000,0,1,1,1,0,1,2010,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,5.768575,128.0,94000000,0,1,1,6,1,1,2005,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9000000,14.304205,98.0,2500000,0,0,1,3,1,1,1968,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5.682778,130.0,16300000,0,0,1,1,1,1,1944,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30000000,11.766244,85.0,192452832,1,1,1,2,1,1,2005,9,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16500000,10.673167,136.0,135000000,0,0,1,2,1,1,1995,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5000000,5.839893,107.0,12232628,0,0,1,3,1,1,1983,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
0,2.805298,101.0,49501,0,0,1,3,0,1,1998,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,3.111281,111.0,99000,0,0,0,1,0,1,1997,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2600000,8.623982,92.0,553198,0,1,0,4,0,1,2007,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25000000,7.438934,97.0,22200000,0,0,1,2,1,1,1994,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11500000,6.514592,99.0,20079850,0,0,1,2,1,1,1994,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.959887,106.0,13000000,0,0,1,2,1,1,1985,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13000000,8.378149,161.0,754249,0,1,1,2,0,1,2009,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7500000,19.561767,93.0,8135031,1,1,1,3,0,1,2012,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54000000,20.214422,132.0,132511035,0,1,1,8,1,1,2006,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5500000,4.711231,116.0,10016934,0,1,0,2,0,1,2012,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15000000,14.511442,111.0,16633035,0,0,1,7,1,1,2009,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.76513,88.0,18112929,0,1,1,3,1,1,2012,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
250000000,20.644776,161.0,958400000,1,1,1,4,1,1,2013,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4.250364,118.0,340911,0,0,1,3,1,1,2013,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6300000,4.38806,101.0,419953,0,0,1,6,0,1,2012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8.387519,106.0,76578911,1,0,1,2,1,1,1995,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650000,4.471515,147.0,3100000,0,0,1,1,1,1,1962,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6400000,1.82294,151.0,5900000,0,1,0,2,0,1,2010,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6000000,7.510159,107.0,3485127,0,1,1,6,1,1,2014,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4200000,8.233168,114.0,38376497,0,0,1,2,1,1,1984,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135000000,13.89018,121.0,76932943,0,0,1,5,1,1,2005,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,5.024459,77.0,11411644,0,0,1,3,1,1,2002,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28000000,13.570264,103.0,60700000,1,0,1,2,1,1,2013,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,3.643468,117.0,777423,0,0,1,2,1,1,1998,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.174869,106.0,1296937,0,0,1,3,1,1,2011,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2500000,5.490505,106.0,8750000,0,0,1,1,1,1,1955,8,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
125000000,15.049695,124.0,544272402,0,1,1,5,1,1,2004,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25000000,11.109932,99.0,11000000,0,1,1,2,1,1,1986,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,9.861672,107.0,46405336,0,0,1,4,1,1,1993,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26000000,13.003122,91.0,183293131,1,1,1,4,1,1,2009,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160000000,287.253654,129.0,1262886337,0,1,1,2,1,1,2017,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1271000,7.441117,81.0,3788000,0,0,1,2,1,1,1955,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40000000,16.453573,114.0,86234523,0,1,1,4,1,1,2016,8,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.966566,80.0,1382462,0,0,1,2,1,1,1990,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4.352904,122.0,11294,0,0,1,7,0,1,2013,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113000000,13.165421,140.0,850000000,1,1,1,1,1,1,2005,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.074783,104.0,6000000,0,0,1,1,0,1,1960,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35000000,5.370818,102.0,11560806,0,0,1,3,1,1,2003,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
30000000,8.587129,108.0,180622424,0,0,1,1,1,1,2002,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5000000,13.524048,112.0,2450846,0,0,1,2,1,1,2014,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,13.235179,97.0,5979292,0,0,1,2,0,1,1983,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,11.950477,108.0,20000000,0,0,1,1,1,1,1992,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000000,17.788579,94.0,265452,0,0,1,3,1,1,2013,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000,11.732546,137.0,9077700,0,0,1,3,1,1,2015,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,9.420931,102.0,124827316,1,1,1,4,1,1,2016,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,7.409179,94.0,38748395,0,0,1,2,1,1,1986,12,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5000000,15.021058,94.0,98450062,0,1,1,2,1,1,2015,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11000000,18.344227,95.0,235483004,1,0,1,4,1,1,1999,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2053648,2.691433,102.0,500000,0,0,1,3,1,1,1999,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000000,11.057536,167.0,59908565,0,1,1,3,1,1,2006,12,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1000000,17.911314,112.0,36764313,0,0,1,1,1,1,1954,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1200000,2.017413,113.0,14363400,0,0,1,2,1,1,1978,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.197511,90.0,13769,0,0,1,3,1,1,2014,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,14.753545,127.0,206172544,1,1,1,6,1,1,2014,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3000000,6.409512,146.0,10400000,0,0,1,1,1,1,1960,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.331454,100.0,9504139,0,0,1,5,0,1,2011,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.893822,112.0,4385312,0,0,1,1,1,1,1984,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40000000,13.876881,120.0,120455994,0,0,1,6,1,1,2006,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000,14.987902,132.0,10166502,0,0,1,2,1,1,2005,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9250000,2.132964,125.0,29174648,0,0,1,1,1,1,1979,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22000000,6.303785,108.0,24188922,0,1,1,2,1,1,2010,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,11.449373,89.0,17953778,0,0,1,1,1,1,1993,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27000000,1.408176,132.0,14683921,0,0,1,4,0,1,1992,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.477944,76.0,32710894,1,0,1,4,1,1,1992,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,7.328242,95.0,190000,1,1,0,1,0,1,2014,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,9.488593,95.0,4469460,1,0,0,1,0,1,1986,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
800000,7.137026,94.0,62852,0,0,1,0,1,1,2003,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.007836,99.0,7399763,0,0,1,2,1,1,1988,11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11000000,4.08938,100.0,1044824,0,0,1,1,1,1,1993,9,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,30.121292,130.0,709827462,1,1,1,5,1,1,2009,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
50000000,16.838145,114.0,71561644,0,0,1,3,1,1,2015,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,4.912681,105.0,4129250,0,0,0,3,0,1,2012,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,9.058516,129.0,219076518,0,1,1,2,1,1,2007,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14000000,0.825638,112.0,16656125,0,0,1,2,1,1,1980,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
103000000,8.18534,102.0,500188435,1,1,1,2,1,1,2014,3,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9.661817,97.0,1999955,0,0,0,4,0,1,1991,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4000000,5.032469,108.0,56666667,0,0,1,1,1,1,1967,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,8.328596,104.0,11220670,0,0,1,1,0,1,1994,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,6.314697,121.0,1954937,1,0,0,2,0,1,2002,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
150000000,26.024868,108.0,1023784195,0,1,1,2,1,1,2016,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40000000,12.337898,89.0,58662452,1,0,1,2,1,1,1992,7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8250000,11.840985,171.0,30000000,0,0,1,1,1,1,1951,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
8000000,1.194377,91.0,1893139,0,0,1,0,0,1,1988,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,14.384554,134.0,37279439,0,1,1,3,1,1,2016,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40000000,15.010525,124.0,158733820,1,1,1,3,1,1,2005,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6.617717,86.0,2692037,0,0,1,2,1,1,1989,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.000578,92.0,402539,0,0,1,1,1,1,1991,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
967686,11.934045,101.0,4270000,0,1,1,4,0,1,2010,5,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,10.794556,92.0,39340177,0,1,1,5,1,1,2010,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,15.297121,96.0,78868508,1,0,1,1,1,1,1982,12,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14000000,11.090265,112.0,19777647,0,0,0,8,1,1,2007,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,11.329733,103.0,249905,0,0,1,0,1,1,2007,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6000000,9.023686,96.0,11122090,0,0,1,1,1,1,2015,8,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4.725759,91.0,34153101,1,0,1,1,1,1,2012,11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25000000,7.257679,107.0,84565230,0,0,1,4,1,1,1999,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30000000,6.734065,103.0,50451307,0,0,1,6,1,1,2005,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
